(2383.05,6405628)
(2384.0,6412926)
(2385.4,6418370)
(2384.25,6423373)
(2385.0,6428184)
(2386.15,6433932)
(2385.65,6440017)
(2385.75,6446013)
(2385.65,6452955)
(2382.5,6463486)
(2385.0,6475461)
(2384.4,6485656)
(2385.0,6494385)
(2386.75,6502797)
(2386.55,6512818)
(2386.6,6520648)
(2385.6,6529607)
(2385.0,6537764)
(2384.45,6544464)
(2384.75,6551691)
(2385.5,6559381)
(2386.0,6566372)
(2389.0,6575586)
(2389.7,6583798)
(2389.5,6591848)
(2390.35,6600246)
(2390.0,6609163)
(2389.1,6619017)
(2389.0,6630526)
(2389.0,6644545)
(2389.05,6654439)
(2390.0,6663118)
(2390.8,6672349)
(2390.75,6681985)
(2390.25,6692194)
(2390.0,6702592)
(2391.0,6712270)
(2392.3,6722016)
(2393.1,6733795)
(2394.25,6744201)
(2395.0,6755033)
(2395.15,6766610)
(2391.3,6777680)
(2390.75,6778852)
(2390.75,6779116)
(2390.75,6779359)
(2390.75,6779684)
(2390.75,6779948)
(2390.75,6780294)
(2390.75,6780837)
(2390.75,6781289)
(2400.0,11856052)
(2406.1,11880907)
(2406.5,11897249)
(2399.5,11911704)
(2404.3,11924638)
(2401.35,11937313)
(2401.75,11949925)
(2402.0,11961166)
(2401.0,11971921)
(2397.85,11983040)
(2393.85,11995217)
(2392.0,12006792)
(2395.2,12018309)
(2396.0,12029645)
(2394.95,12039855)
(2394.95,12048799)
(2396.75,12060022)
(2396.8,12069500)
(2398.0,12083297)
(2397.15,12095821)
(2397.75,12107953)
(2399.05,12119531)
(2400.75,12128751)
(2401.3,12138234)
(2405.95,12148884)
(2406.0,12158372)
(2405.0,12168014)
(2404.0,12177562)
(2403.0,12186658)
(2401.05,12194547)
(2401.85,12203666)
(2401.35,12212815)
(2401.9,12222229)
(2400.0,12230892)
(2399.9,12238918)
(2399.45,12246699)
(2399.2,12254176)
(2399.0,12261350)
(2400.0,12267618)
(2400.5,12276019)
(2400.0,12284222)
(2400.75,12292254)
(2400.25,12300190)
(2400.3,12309959)
(2400.6,12319446)
(2400.45,12326251)
(2400.75,12333962)
(2400.45,12342067)
(2400.95,12349510)
(2402.0,12356182)
(2401.05,12362444)
(2401.0,12370151)
(2399.7,12376608)
(2400.35,12384720)
(2400.9,12393765)
(2402.55,12402479)
(2404.35,12410356)
(2402.6,12417997)
(2402.15,12425934)
(2400.1,12433949)
(2402.8,12442670)
(2404.05,12450617)
(2404.55,12456982)
(2404.85,12463549)
(2404.9,12471756)
(2406.2,12478958)
(2404.3,12486324)
(2402.8,12493668)
(2403.05,12501210)
(2403.55,12509486)
(2403.85,12517038)
(2402.55,12527607)
(2402.1,12536171)
(2401.4,12544403)
(2400.9,12552705)
(2400.0,12561839)
(2400.0,12569379)
(2400.7,12576661)
(2400.05,12582429)
(2401.6,12589303)
(2400.6,12597067)
(2400.85,12603848)
(2401.0,12610797)
(2401.9,12617099)
(2402.5,12624265)
(2402.2,12631561)
(2405.0,12638295)
(2406.0,12644491)
(2404.5,12651382)
(2404.3,12657876)
(2405.75,12664951)
(2404.05,12671604)
(2403.05,12679276)
(2401.7,12688508)
(2401.7,12695776)
(2400.0,12704891)
(2398.5,12714382)
(2399.25,12723571)
(2394.7,12731133)
(2394.3,12738384)
(2394.5,12746632)
(2395.0,12752645)
(2395.2,12759541)
(2393.25,12766132)
(2388.0,12772021)
(2387.3,12778082)
(2387.3,12783841)
(2386.5,12790074)
(2393.95,12796434)
(2389.2,12802264)
(2390.15,12807967)
(2392.75,12813333)
(2391.25,12819004)
(2389.7,12824390)
(2389.6,12830276)
(2389.95,12835740)
(2390.3,12841605)
(2387.35,12847242)
(2387.2,12853426)
(2387.45,12858591)
(2387.5,12864332)
(2387.5,12872600)
(2388.65,12879731)
(2386.6,12886928)
(2388.0,12893333)
(2387.5,12898557)
(2387.95,12904913)
(2388.45,12909775)
(2388.9,12915689)
(2388.4,12921203)
(2388.45,12927252)
(2391.2,12933071)
(2392.65,12938838)
(2392.0,12943899)
(2392.75,12948555)
(2391.8,12953623)
(2392.5,12959362)
(2392.0,12965202)
(2389.5,12970244)
(2390.75,12975398)
(2389.95,12981015)
(2389.5,12986213)
(2389.2,12990977)
(2388.8,12996306)
(2388.05,13001902)
(2387.95,13007364)
(2386.5,13012983)
(2387.85,13019206)
(2389.0,13024252)
(2387.35,13030311)
(2387.6,13035441)
(2387.7,13040526)
(2387.55,13046403)
(2388.7,13052887)
(2388.25,13057788)
(2388.25,13062919)
(2388.3,13068178)
(2387.95,13072803)
(2388.0,13077853)
(2387.8,13082863)
(2387.2,13087578)
(2390.7,13092714)
(2390.4,13098791)
(2389.35,13103482)
(2390.55,13108696)
(2390.0,13113745)
(2390.3,13118509)
(2391.85,13123512)
(2392.65,13128688)
(2390.75,13134258)
(2392.0,13138569)
(2392.35,13143564)
(2392.0,13148948)
(2391.85,13153591)
(2394.0,13158667)
(2394.0,13163784)
(2396.0,13169554)
(2396.4,13175811)
(2394.85,13180840)
(2395.55,13185803)
(2395.05,13189890)
(2395.05,13194366)
(2396.55,13198889)
(2397.4,13205109)
(2396.1,13210374)
(2397.0,13216213)
(2396.25,13221374)
(2396.35,13226851)
(2396.1,13232586)
(2397.1,13238273)
(2397.0,13243780)
(2398.0,13248754)
(2397.0,13253583)
(2396.3,13260028)
(2393.0,13264452)
(2391.95,13269513)
(2393.8,13274675)
(2396.0,13280156)
(2396.3,13284948)
(2394.45,13291403)
(2393.15,13296608)
(2394.05,13301089)
(2391.05,13305859)
(2392.85,13310026)
(2392.2,13313914)
(2394.4,13319692)
(2395.5,13324910)
(2396.1,13331210)
(2395.05,13337812)
(2395.7,13344683)
(2396.5,13350605)
(2394.1,13356552)
(2393.1,13361461)
(2393.0,13366271)
(2392.7,13371628)
(2393.75,13376410)
(2394.8,13380578)
(2392.9,13386569)
(2393.65,13391791)
(2392.95,13396459)
(2394.15,13402120)
(2395.8,13407212)
(2395.0,13412298)
(2394.95,13417564)
(2395.6,13422759)
(2396.0,13427594)
(2395.1,13432520)
(2395.0,13438497)
(2394.0,13444111)
(2393.95,13448960)
(2393.5,13453366)
(2394.7,13458289)
(2393.2,13463224)
(2393.0,13467660)
(2392.85,13471837)
(2393.0,13476351)
(2392.0,13481103)
(2393.05,13485420)
(2393.0,13491196)
(2391.7,13496178)
(2392.0,13500925)
(2391.75,13505180)
(2393.0,13510542)
(2394.35,13516125)
(2395.05,13521327)
(2397.7,13525959)
(2399.7,13530769)
(2400.0,13537516)
(2403.95,13542273)
(2402.75,13547791)
(2403.0,13552342)
(2403.9,13557673)
(2402.8,13563216)
(2403.0,13568955)
(2402.95,13574759)
(2401.0,13580437)
(2401.0,13586990)
(2402.0,13593175)
(2401.3,13598903)
(2400.0,13604276)
(2397.2,13609254)
(2395.9,13614660)
(2398.4,13620439)
(2397.7,13627603)
(2400.45,13633645)
(2400.95,13639253)
(2400.7,13644842)
(2400.55,13650956)
(2400.15,13657074)
(2398.7,13662790)
(2399.95,13668508)
(2397.15,13674470)
(2397.0,13680751)
(2396.35,13686881)
(2397.1,13693812)
(2396.7,13699757)
(2396.85,13704855)
(2397.25,13710379)
(2396.35,13715526)
(2396.8,13720485)
(2396.9,13727405)
(2397.0,13732266)
(2396.05,13738506)
(2395.6,13745443)
(2395.0,13751688)
(2395.05,13758499)
(2395.65,13765646)
(2396.4,13776982)
(2395.2,13783981)
(2395.05,13790828)
(2396.25,13796790)
(2392.9,13802923)
(2393.5,13809235)
(2394.95,13816358)
(2393.5,13822415)
(2392.2,13828373)
(2392.5,13835118)
(2392.55,13841111)
(2392.85,13847225)
(2394.35,13852870)
(2392.95,13858395)
(2393.3,13866310)
(2394.05,13873575)
(2396.1,13880692)
(2396.0,13886755)
(2395.15,13893994)
(2395.25,13899814)
(2394.95,13907575)
(2394.8,13914557)
(2394.6,13920583)
(2394.9,13926017)
(2395.5,13931721)
(2394.0,13936682)
(2392.5,13941450)
(2392.5,13946787)
(2391.8,13952429)
(2391.85,13957403)
(2393.75,13962739)
(2393.85,13968471)
(2392.8,13974085)
(2393.0,13979523)
(2392.1,13987772)
(2391.3,13994054)
(2391.5,14000969)
(2390.1,14008482)
(2391.8,14017658)
(2393.9,14028349)
(2392.45,14038303)
(2393.6,14046358)
(2394.8,14053181)
(2394.2,14062722)
(2393.0,14071768)
(2393.5,14083387)
(2395.7,14094265)
(2392.9,14103274)
(2392.45,14110854)
(2392.0,14120068)
(2392.0,14129429)
(2391.0,14138634)
(2390.1,14147473)
(2392.45,14156339)
(2390.95,14164115)
(2392.0,14171972)
(2392.5,14181118)
(2391.1,14191369)
(2391.05,14201094)
(2395.45,14212534)
(2396.2,14224044)
(2398.0,14234556)
(2399.65,14246725)
(2398.8,14258233)
(2399.5,14270213)
(2401.85,14280495)
(2402.95,14290799)
(2401.5,14301757)
(2398.5,14312055)
(2403.9,14323233)
(2404.3,14333486)
(2404.75,14344270)
(2399.35,14355649)
(2399.25,14367557)
(2399.9,14382077)
(2399.4,14398923)
(2400.0,14412769)
(2401.7,14425421)
(2403.0,14437868)
(2403.75,14451746)
(2404.3,14464920)
(2404.9,14479510)
(2404.65,14492961)
(2402.75,14505246)
(2404.4,14519737)
(2403.35,14532147)
(2402.95,14545788)
(2402.75,14559261)
(2401.1,14571625)
(2401.6,14572634)
(2401.6,14572723)
(2401.6,14573271)
(2401.6,14573487)
(2401.6,14573828)
(2401.6,14573959)
(2401.6,14574070)
(2401.6,14574417)
(2401.6,14574816)
(2399.0,19217224)
(2393.0,19239573)
(2396.0,19256225)
(2415.4,19272800)
(2422.5,19287382)
(2430.55,19301336)
(2432.5,19315716)
(2428.95,19327806)
(2430.0,19338508)
(2435.45,19351256)
(2439.6,19362893)
(2443.45,19374569)
(2442.5,19385987)
(2437.15,19396712)
(2439.05,19407581)
(2439.3,19418030)
(2438.7,19428511)
(2430.0,19439182)
(2433.15,19449595)
(2430.9,19459629)
(2431.2,19468764)
(2431.4,19479776)
(2431.3,19489323)
(2428.45,19499275)
(2428.65,19509180)
(2428.1,19519823)
(2429.9,19529384)
(2430.7,19538167)
(2429.9,19546921)
(2429.9,19561303)
(2429.75,19573922)
(2437.4,19584457)
(2433.95,19593455)
(2432.0,19601836)
(2434.85,19612104)
(2435.05,19622889)
(2433.55,19634153)
(2437.6,19645358)
(2436.75,19655487)
(2436.25,19665946)
(2436.1,19675039)
(2434.4,19687984)
(2431.6,19701957)
(2431.2,19712847)
(2430.3,19722760)
(2431.5,19732284)
(2432.55,19740372)
(2431.2,19748371)
(2431.5,19757692)
(2431.8,19765969)
(2430.35,19774711)
(2430.25,19783369)
(2421.85,19792053)
(2425.4,19800476)
(2425.0,19809294)
(2421.15,19817134)
(2422.05,19824626)
(2422.95,19831265)
(2424.5,19837991)
(2425.0,19850454)
(2425.4,19859772)
(2424.5,19867928)
(2424.75,19874186)
(2424.7,19881454)
(2421.55,19888703)
(2426.15,19895575)
(2422.4,19902384)
(2422.25,19908639)
(2421.15,19914997)
(2421.15,19921190)
(2421.65,19927835)
(2422.4,19935418)
(2423.95,19942044)
(2423.15,19948375)
(2422.5,19955218)
(2422.2,19960856)
(2422.1,19968195)
(2417.9,19975124)
(2418.6,19982081)
(2418.95,19988294)
(2418.95,19993760)
(2419.6,19999990)
(2420.3,20006621)
(2420.75,20011862)
(2420.75,20018075)
(2420.45,20024774)
(2420.55,20031639)
(2421.9,20040146)
(2421.45,20049127)
(2421.0,20056266)
(2421.2,20063495)
(2421.2,20071576)
(2421.95,20079584)
(2420.3,20087626)
(2421.4,20095523)
(2420.0,20103102)
(2419.9,20111144)
(2419.0,20117918)
(2420.1,20125610)
(2419.7,20131789)
(2418.1,20138822)
(2418.1,20146623)
(2416.05,20153099)
(2412.9,20160011)
(2413.45,20166363)
(2413.55,20173265)
(2414.0,20180984)
(2415.75,20188356)
(2416.0,20194526)
(2413.85,20200521)
(2414.15,20206313)
(2414.15,20211396)
(2414.25,20216526)
(2413.4,20222338)
(2413.5,20228607)
(2414.2,20234474)
(2414.65,20240013)
(2416.0,20246160)
(2417.15,20252434)
(2416.85,20257369)
(2416.9,20262870)
(2417.2,20267515)
(2417.05,20272847)
(2416.65,20278388)
(2416.0,20283380)
(2416.0,20287694)
(2415.7,20293894)
(2415.15,20302224)
(2415.15,20309971)
(2415.15,20318720)
(2415.2,20326552)
(2415.05,20333812)
(2415.0,20343292)
(2414.75,20353872)
(2414.65,20361892)
(2414.0,20368512)
(2414.15,20375219)
(2414.25,20381704)
(2414.9,20388309)
(2415.2,20394475)
(2415.4,20401129)
(2415.6,20410235)
(2415.85,20418594)
(2416.75,20426693)
(2416.95,20433060)
(2416.85,20441921)
(2417.2,20448484)
(2417.6,20455163)
(2421.4,20462704)
(2416.55,20470302)
(2415.1,20475893)
(2414.25,20481958)
(2414.55,20487326)
(2415.15,20492803)
(2416.85,20499254)
(2415.3,20506802)
(2415.8,20512680)
(2415.35,20517163)
(2415.75,20522454)
(2415.0,20526852)
(2414.1,20531608)
(2413.45,20537377)
(2409.35,20543687)
(2412.35,20549605)
(2412.7,20554638)
(2413.3,20559265)
(2411.0,20564311)
(2410.85,20569070)
(2410.75,20572942)
(2411.0,20577420)
(2410.65,20581593)
(2411.2,20586666)
(2411.5,20591235)
(2412.0,20595938)
(2411.85,20600071)
(2411.8,20605588)
(2411.9,20610555)
(2411.95,20617397)
(2413.2,20622770)
(2412.15,20627242)
(2412.0,20632258)
(2412.05,20637149)
(2411.5,20641740)
(2411.3,20646548)
(2412.55,20651208)
(2411.45,20656245)
(2412.45,20661174)
(2413.35,20665984)
(2417.5,20671114)
(2420.7,20675812)
(2415.0,20683017)
(2419.6,20688051)
(2421.8,20692873)
(2421.85,20697475)
(2422.0,20702285)
(2418.4,20708606)
(2419.85,20713992)
(2419.7,20717966)
(2419.9,20722151)
(2420.75,20726411)
(2421.0,20731462)
(2422.0,20736646)
(2422.95,20741717)
(2422.45,20746366)
(2422.2,20750857)
(2421.9,20754907)
(2422.35,20759884)
(2422.3,20765777)
(2422.15,20770559)
(2422.75,20775938)
(2423.0,20780136)
(2423.6,20783976)
(2423.15,20789397)
(2423.2,20795191)
(2423.15,20800226)
(2422.5,20805262)
(2421.75,20809913)
(2421.5,20814886)
(2421.5,20819331)
(2421.0,20824238)
(2421.9,20829186)
(2423.65,20834482)
(2423.15,20839358)
(2421.35,20844635)
(2422.05,20850223)
(2421.5,20855393)
(2421.75,20861293)
(2421.45,20868744)
